NID,CONTRIBUTOR,TOTAL
1594,"NNP GZC Car '1PURPLE', Person 'D'",1
652,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
1441,"NNP GZC Car '4WHITE', Person 'A'",1
1825,"NNP GZC Car '11WHITE', Person 'A'",2
397,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
795,"NNP GZC Car '2RED', Person 'B'",1
247,"NNP GZC Car '3RED', Person 'B'",1
2019,"NNP GZC Car '6RED', Person 'B'",1
1488,"NNP GZC Car '1PURPLE', Person 'A'",3
694,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1632,"NNP GZC Car '8WHITE', Person 'A'",3
1965,"NNP GZC Car '1RED', Person 'A'",1
1760,"NNP GZC Car '12WHITE', Person 'A'",1
997,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
876,"NNP GZC Car '1BLUE', Person 'A'",1
1638,"NNP GZC Car '1PURPLE', Person 'B'",2
781,"NNP GZC Car '1PURPLE', Person 'B'",1
866,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
716,"NNP GZC Car '5WHITE', Person 'A'",1
1088,"NNP GZC Car '25PURPLE', Person 'A'",1
389,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
2085,"NNP GZC Car '6RED', Person 'A'",1
49,"NNP GZC Car '6WHITE', Person 'B'",2
1339,"NNP GZC Car '6WHITE', Person 'B'",1
2148,"NNP GZC Car '3RED', Person 'A'",1
696,"NNP GZC Car '1BLUE', Person 'B'",5
1799,"NNP GZC Car '1PURPLE', Person 'A'",6
5,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
879,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
343,"NNP GZC Car '6RED', Person 'A'",2
146,"NNP GZC Car '3WHITE', Person 'A'",3
1977,"NNP GZC Car '3RED', Person 'A'",1
696,"NNP GZC Car '1BLUE', Person 'A'",2
669,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1514,"NNP GZC Car '1PURPLE', Person 'B'",2
1979,"NNP GZC Car '1RED', Person 'A'",1
1455,"NNP GZC Car '5WHITE', Person 'A'",1
330,"NNP GZC Car '25PURPLE', Person 'A'",4
1355,"NNP GZC Car '6WHITE', Person 'B'",1
1326,"NNP GZC Car '6WHITE', Person 'B'",2
881,"NNP GZC Car '2RED', Person 'A'",1
2025,"NNP GZC Car '6RED', Person 'B'",3
2146,"NNP GZC Car '5RED', Person 'A'",1
1652,"NNP GZC Car '15WHITE', Person 'A'",2
655,"NNP GZC Car '5WHITE', Person 'A'",2
731,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1038,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2091,"NNP GZC Car '6RED', Person 'B'",1
984,"NNP GZC Car '12WHITE', Person 'A'",1
1018,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1698,"NNP GZC Car '1BLUE', Person 'C'",1
594,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1611,"NNP GZC Car '1PURPLE', Person 'D'",1
791,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
2042,"NNP GZC Car '6RED', Person 'A'",1
2095,"NNP GZC Car '3RED', Person 'B'",1
276,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1939,"NNP GZC Car '1RED', Person 'B'",2
688,"NNP GZC Car '8WHITE', Person 'A'",1
1353,"NNP GZC Car '6WHITE', Person 'B'",1
1159,"NNP GZC Car '1WHITE', Person 'B'",4
1054,"NNP GZC Car '3PURPLE', Person 'B'",1
1148,"NNP GZC Car '13WHITE', Person 'B'",5
790,"NNP GZC Car '11WHITE', Person 'A'",2
1499,"NNP GZC Car '1PURPLE', Person 'D'",3
362,"NNP GZC Car '1RED', Person 'A'",1
1195,"NNP GZC Car '1WHITE', Person 'A'",1
432,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
541,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1151,"NNP GZC Car '1BLUE', Person 'B'",2
1969,"NNP GZC Car '1RED', Person 'B'",2
1009,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2165,"NNP GZC Car '14WHITE', Person 'A'",1
1688,"NNP GZC Car '11WHITE', Person 'A'",1
1382,"NNP GZC Car '1BLUE', Person 'C'",2
2129,"NNP GZC Car '17WHITE', Person 'A'",2
1932,"NNP GZC Car '1RED', Person 'B'",3
674,"NNP GZC Car '2RED', Person 'C'",2
1807,"NNP GZC Car '7WHITE', Person 'B'",1
2099,"NNP GZC Car '3RED', Person 'B'",1
76,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1303,"NNP GZC Car '6WHITE', Person 'B'",1
880,"NNP GZC Car '2RED', Person 'A'",1
1944,"NNP GZC Car '11WHITE', Person 'A'",3
743,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
888,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1826,"NNP GZC Car '4RED', Person 'A'",3
1660,"NNP GZC Car '10WHITE', Person 'A'",4
1500,"NNP GZC Car '1PURPLE', Person 'B'",1
1524,"NNP GZC Car '1PURPLE', Person 'D'",1
135,"NNP GZC Car '7WHITE', Person 'B'",5
1550,"NNP GZC Car '1PURPLE', Person 'B'",5
1509,"NNP GZC Car '1PURPLE', Person 'B'",2
1803,"NNP GZC Car '7WHITE', Person 'A'",1
890,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
2119,"NNP GZC Car '3RED', Person 'A'",1
295,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1508,"NNP GZC Car '1RED', Person 'B'",1
2064,"NNP GZC Car '6RED', Person 'B'",1
1554,"NNP GZC Car '1PURPLE', Person 'B'",3
1266,"NNP GZC Car '6WHITE', Person 'B'",2
1158,"NNP GZC Car '1BLUE', Person 'B'",1
1384,"NNP GZC Car '1BLUE', Person 'B'",2
1718,"NNP GZC Car '1PURPLE', Person 'A'",3
2007,"NNP GZC Car '6RED', Person 'B'",2
1734,"NNP GZC Car '3WHITE', Person 'A'",1
632,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
148,"NNP GZC Car '12WHITE', Person 'A'",1
1802,"NNP GZC Car '7WHITE', Person 'B'",1
1623,"NNP GZC Car '1RED', Person 'A'",2
278,"NNP GZC Car '17WHITE', Person 'C'",3
789,"NNP GZC Car '11WHITE', Person 'A'",2
1501,"NNP GZC Car '1PURPLE', Person 'D'",8
2105,"NNP GZC Car '3RED', Person 'B'",2
53,"NNP GZC Car '1WHITE', Person 'A'",2
2117,"NNP GZC Car '3RED', Person 'B'",1
955,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
74,"NNP GZC Car '11WHITE', Person 'A'",5
992,"NNP GZC Car '1WHITE', Person 'C'",4
1333,"NNP GZC Car '6WHITE', Person 'B'",1
1383,"NNP GZC Car '1BLUE', Person 'B'",1
1528,"NNP GZC Car '1PURPLE', Person 'D'",5
1979,"NNP GZC Car '1RED', Person 'B'",1
392,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1961,"NNP GZC Car '1RED', Person 'B'",1
1269,"NNP GZC Car '6WHITE', Person 'B'",2
1404,"NNP GZC Car '5WHITE', Person 'A'",1
650,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1664,"NNP GZC Car '3PURPLE', Person 'B'",1
2023,"NNP GZC Car '6RED', Person 'A'",2
1302,"NNP GZC Car '6WHITE', Person 'B'",1
745,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
604,"NNP GZC Car '1BLUE', Person 'C'",1
32,"GIRM_MUGU_20,hyrule:joncrall:/media/raid/work/GIRM_MUGU_20,,,,,0",2
1868,"NNP GZC Car '2RED', Person 'D'",1
1923,"NNP GZC Car '14WHITE', Person 'A'",1
1880,"NNP GZC Car '2RED', Person 'C'",5
1681,"NNP GZC Car '1BLUE', Person 'A'",1
1458,"NNP GZC Car '5WHITE', Person 'A'",1
1685,"NNP GZC Car '1BLUE', Person 'B'",1
1398,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
1502,"NNP GZC Car '1PURPLE', Person 'D'",4
506,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
543,"NNP GZC Car '1BLUE', Person 'D'",1
1983,"NNP GZC Car '1RED', Person 'B'",1
1959,"NNP GZC Car '7WHITE', Person 'A'",2
1515,"NNP GZC Car '1PURPLE', Person 'A'",1
776,"NNP GZC Car '1PURPLE', Person 'C'",1
692,"NNP GZC Car '1PURPLE', Person 'D'",1
1077,"NNP GZC Car '25PURPLE', Person 'A'",1
2107,"NNP GZC Car '3RED', Person 'B'",1
398,"NNP GZC Car '1BLUE', Person 'B'",1
1000,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
853,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1792,"NNP GZC Car '8WHITE', Person 'A'",1
1892,"NNP GZC Car '6RED', Person 'B'",2
291,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1423,"NNP GZC Car '5WHITE', Person 'A'",1
1946,"NNP GZC Car '1RED', Person 'A'",1
399,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1952,"NNP GZC Car '1RED', Person 'B'",3
2182,"NNP GZC Car '1PURPLE', Person 'B'",8
1816,"NNP GZC Car '11WHITE', Person 'A'",3
1615,"NNP GZC Car '1PURPLE', Person 'D'",1
1625,"NNP GZC Car '1PURPLE', Person 'D'",3
615,"NNP GZC Car '1PURPLE', Person 'D'",2
1697,"NNP GZC Car '14WHITE', Person 'A'",1
727,"NNP GZC Car '1PURPLE', Person 'B'",2
849,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
595,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
484,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",4
688,"NNP GZC Car '1PURPLE', Person 'A'",1
2155,"NNP GZC Car '3RED', Person 'A'",1
419,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
189,"NNP GZC Car '6RED', Person 'B'",2
693,"NNP GZC Car '6RED', Person 'B'",2
292,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1540,"NNP GZC Car '1PURPLE', Person 'D'",4
1947,"NNP GZC Car '1RED', Person 'A'",2
470,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",6
74,"NNP GZC Car '1WHITE', Person 'A'",2
1815,"NNP GZC Car '13WHITE', Person 'B'",1
1516,"NNP GZC Car '1PURPLE', Person 'D'",2
1277,"NNP GZC Car '6WHITE', Person 'B'",2
2098,"NNP GZC Car '3RED', Person 'A'",1
1763,"NNP GZC Car '12WHITE', Person 'A'",1
928,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
157,"NNP GZC Car '1PURPLE', Person 'B'",2
462,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1822,"NNP GZC Car '11WHITE', Person 'A'",2
2102,"NNP GZC Car '3RED', Person 'B'",1
1251,"NNP GZC Car '1WHITE', Person 'C'",1
1933,"NNP GZC Car '2RED', Person 'C'",1
500,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",4
1773,"NNP GZC Car '8WHITE', Person 'A'",1
332,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
1101,"NNP GZC Car '25PURPLE', Person 'A'",2
324,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",2
2016,"NNP GZC Car '6RED', Person 'B'",1
421,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1444,"NNP GZC Car '4WHITE', Person 'A'",1
980,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1535,"NNP GZC Car '1PURPLE', Person 'B'",6
1904,"NNP GZC Car '1RED', Person 'B'",2
2121,"NNP GZC Car '3RED', Person 'A'",1
1165,"NNP GZC Car '1WHITE', Person 'C'",2
1379,"NNP GZC Car '1BLUE', Person 'C'",2
2036,"NNP GZC Car '6RED', Person 'A'",2
1976,"NNP GZC Car '1PURPLE', Person 'B'",4
1985,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1812,"NNP GZC Car '7WHITE', Person 'B'",1
1022,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1945,"NNP GZC Car '1RED', Person 'B'",2
1860,"NNP GZC Car '2RED', Person 'C'",1
697,"NNP GZC Car '7WHITE', Person 'B'",1
1686,"NNP GZC Car '14WHITE', Person 'A'",2
960,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1269,"NNP GZC Car '12WHITE', Person 'A'",1
1720,"NNP GZC Car '1RED', Person 'A'",1
671,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
737,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",6
166,"NNP GZC Car '15WHITE', Person 'A'",2
1737,"NNP GZC Car '3WHITE', Person 'A'",2
303,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1499,"NNP GZC Car '1PURPLE', Person 'B'",6
727,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
686,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
959,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
351,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1932,"NNP GZC Car '2RED', Person 'D'",1
417,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1125,"NNP GZC Car '2WHITE', Person 'A'",1
1467,"NNP GZC Car '5WHITE', Person 'A'",1
1955,"NNP GZC Car '1RED', Person 'B'",1
1231,"NNP GZC Car '1WHITE', Person 'C'",1
483,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",4
1076,"NNP GZC Car '25PURPLE', Person 'A'",1
1203,"NNP GZC Car '6WHITE', Person 'B'",1
1512,"NNP GZC Car '1PURPLE', Person 'A'",1
1519,"NNP GZC Car '1PURPLE', Person 'A'",2
156,"NNP GZC Car '1PURPLE', Person 'C'",1
430,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
978,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
890,"NNP GZC Car '14WHITE', Person 'A'",1
646,"NNP GZC Car '2WHITE', Person 'A'",1
681,"NNP GZC Car '14WHITE', Person 'A'",1
328,"NNP GZC Car '25PURPLE', Person 'A'",4
1049,"NNP GZC Car '25PURPLE', Person 'A'",2
1706,"NNP GZC Car '1BLUE', Person 'D'",1
1121,"NNP GZC Car '5WHITE', Person 'A'",2
322,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",7
2050,"NNP GZC Car '6RED', Person 'B'",1
684,"NNP GZC Car '1PURPLE', Person 'B'",1
1717,"NNP GZC Car '1PURPLE', Person 'D'",4
726,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",4
2042,"NNP GZC Car '6RED', Person 'B'",1
1971,"NNP GZC Car '1PURPLE', Person 'B'",2
776,"NNP GZC Car '1PURPLE', Person 'D'",2
53,"NNP GZC Car '1WHITE', Person 'C'",1
697,"NNP GZC Car '1RED', Person 'A'",1
1528,"NNP GZC Car '1RED', Person 'A'",1
1083,"NNP GZC Car '25PURPLE', Person 'A'",1
1647,"NNP GZC Car '15WHITE', Person 'D'",2
361,"NNP GZC Car '1PURPLE', Person 'B'",1
447,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
200,"NNP GZC Car '5WHITE', Person 'A'",2
16,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1772,"NNP GZC Car '8WHITE', Person 'A'",1
1821,"NNP GZC Car '11WHITE', Person 'A'",2
770,"NNP GZC Car '2RED', Person 'D'",2
1235,"NNP GZC Car '1WHITE', Person 'C'",1
656,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
788,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
1869,"NNP GZC Car '2RED', Person 'B'",5
568,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",1
833,"NNP GZC Car '1PURPLE', Person 'A'",1
1268,"NNP GZC Car '6WHITE', Person 'B'",2
166,"NNP GZC Car '15WHITE', Person 'D'",1
768,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",8
1367,"NNP GZC Car '9WHITE', Person 'A'",1
112,"NNP GZC Car '11WHITE', Person 'A'",6
405,"NNP GZC Car '1RED', Person 'A'",1
358,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
770,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",7
1834,"NNP GZC Car '10WHITE', Person 'A'",3
1509,"NNP GZC Car '1PURPLE', Person 'A'",1
478,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",10
1624,"NNP GZC Car '1PURPLE', Person 'B'",2
1391,"NNP GZC Car '7WHITE', Person 'B'",1
1674,"NNP GZC Car '1PURPLE', Person 'A'",5
1714,"NNP GZC Car '1BLUE', Person 'B'",1
1133,"NNP GZC Car '2WHITE', Person 'A'",1
796,"NNP GZC Car '11WHITE', Person 'A'",1
525,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1845,"NNP GZC Car '13WHITE', Person 'B'",1
1535,"NNP GZC Car '14WHITE', Person 'A'",1
87,"NNP GZC Car '1WHITE', Person 'C'",2
2011,"NNP GZC Car '6RED', Person 'A'",6
1109,"NNP GZC Car '2WHITE', Person 'A'",2
674,"NNP GZC Car '1RED', Person 'B'",1
921,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1657,"NNP GZC Car '15WHITE', Person 'D'",2
1667,"NNP GZC Car '3PURPLE', Person 'A'",1
2015,"NNP GZC Car '1WHITE', Person 'C'",1
1318,"NNP GZC Car '6WHITE', Person 'B'",2
1808,"NNP GZC Car '7WHITE', Person 'A'",1
585,"NNP GZC Car '1RED', Person 'B'",2
1484,"NNP GZC Car '1PURPLE', Person 'A'",2
2009,"NNP GZC Car '6RED', Person 'A'",1
423,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
635,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
844,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1632,"NNP GZC Car '1PURPLE', Person 'D'",1
2084,"NNP GZC Car '6RED', Person 'B'",1
1184,"NNP GZC Car '1WHITE', Person 'B'",2
412,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
457,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",7
1891,"NNP GZC Car '2RED', Person 'C'",1
1859,"NNP GZC Car '2RED', Person 'C'",1
1935,"NNP GZC Car '3RED', Person 'B'",1
1914,"NNP GZC Car '14WHITE', Person 'A'",1
952,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
747,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",5
796,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",7
158,"NNP GZC Car '1PURPLE', Person 'B'",1
402,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
1527,"NNP GZC Car '14WHITE', Person 'A'",1
1260,"NNP GZC Car '1WHITE', Person 'A'",1
1170,"NNP GZC Car '1WHITE', Person 'C'",2
2069,"NNP GZC Car '6RED', Person 'B'",1
1971,"NNP GZC Car '1PURPLE', Person 'D'",2
1041,"NNP GZC Car '5WHITE', Person 'A'",1
197,"NNP GZC Car '8WHITE', Person 'A'",1
785,"NNP GZC Car '2RED', Person 'B'",2
1158,"PZ_MUGU_20,hyrule:joncrall:/media/raid/work/PZ_MUGU_20,,,,,0",2
1552,"NNP GZC Car '1RED', Person 'B'",1
1121,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1859,"NNP GZC Car '6RED', Person 'A'",2
582,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
858,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1375,"NNP GZC Car '11WHITE', Person 'A'",7
575,"NNP GZC Car '4WHITE', Person 'A'",1
692,"NNP GZC Car '1PURPLE', Person 'A'",2
1726,"NNP GZC Car '3WHITE', Person 'A'",1
302,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",1
435,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",1
378,"NNP GZC Car '14WHITE', Person 'A'",1
1655,"NNP GZC Car '15WHITE', Person 'A'",12
2054,"NNP GZC Car '3WHITE', Person 'A'",3
1863,"NNP GZC Car '2RED', Person 'B'",4
360,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1701,"NNP GZC Car '1BLUE', Person 'C'",1
1932,"NNP GZC Car '3RED', Person 'A'",1
354,"NNP GZC Car '1WHITE', Person 'C'",3
1523,"NNP GZC Car '1PURPLE', Person 'D'",2
762,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
279,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1240,"NNP GZC Car '1WHITE', Person 'A'",1
1640,"NNP GZC Car '1PURPLE', Person 'D'",3
1078,"NNP GZC Car '25PURPLE', Person 'A'",1
81,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1013,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
375,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",4
1857,"NNP GZC Car '2RED', Person 'A'",9
1785,"NNP GZC Car '7WHITE', Person 'B'",2
278,"NNP GZC Car '4RED', Person 'B'",2
2125,"NNP GZC Car '3RED', Person 'A'",1
801,"NNP GZC Car '3RED', Person 'B'",3
196,"NNP GZC Car '8WHITE', Person 'A'",1
1970,"NNP GZC Car '1RED', Person 'B'",2
764,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1984,"NNP GZC Car '1RED', Person 'B'",1
2017,"NNP GZC Car '6RED', Person 'B'",1
1902,"NNP GZC Car '2RED', Person 'A'",1
1675,"NNP GZC Car '1RED', Person 'B'",2
800,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",3
1975,"NNP GZC Car '1RED', Person 'B'",1
348,"PZ_MUGU_19,hyrule:joncrall:/media/raid/work/PZ_MUGU_19,,,,,0",7
1956,"NNP GZC Car '1RED', Person 'A'",1
1451,"NNP GZC Car '4WHITE', Person 'A'",1
1210,"NNP GZC Car '6RED', Person 'B'",5
1446,"NNP GZC Car '4WHITE', Person 'A'",1
74,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
1974,"NNP GZC Car '1RED', Person 'B'",3
650,"NNP GZC Car '1PURPLE', Person 'A'",2
1250,"NNP GZC Car '1WHITE', Person 'B'",1
1364,"NNP GZC Car '9WHITE', Person 'A'",1
680,"NNP GZC Car '1PURPLE', Person 'D'",1
1649,"NNP GZC Car '15WHITE', Person 'A'",2
1715,"NNP GZC Car '1BLUE', Person 'B'",2
1506,"NNP GZC Car '1RED', Person 'B'",2
1190,"NNP GZC Car '1WHITE', Person 'C'",3
496,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",3
1384,"NNP GZC Car '1BLUE', Person 'C'",3
15,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
826,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",2
107,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
974,"NNP_Master,pachy.cs.uic.edu:jonc:/home/shared_ibeis/data/work/NNP_Master,,,,,6",1
1533,"NNP GZC Car '1PURPLE', Person 'B'",4
1408,"NNP GZC Car '7WHITE', Person 'A'",2
1623,"NNP GZC Car '1PURPLE', Person 'D'",2
2129,"NNP GZC Car '17WHITE', Person 'C'",1
23,"NNP GZC Car '6WHITE', Person 'B'",1
289,"PZ_MUGU_18,hyrule:joncrall:/media/raid/work/PZ_MUGU_18,,,,,0",2
1589,"NNP GZC Car '1PURPLE', Person 'D'",1
